0,379.933282,303.393715,-139.907262
0,386.726610,298.251555,-139.140639
0,380.392501,296.400580,-138.851136
0,377.730402,301.756882,-139.968386
0,386.905658,303.520753,-139.701553
0,383.980219,305.166965,-140.004475
0,383.600254,292.832571,-137.584660
0,392.583386,297.113639,-138.143950
0,388.505910,294.696778,-137.842483
0,391.648513,297.312103,-138.235538
0,393.712683,296.274256,-137.896816
0,379.410058,292.157578,-137.883182
0,383.914741,302.904290,-140.042103
0,389.949241,291.054581,-136.379716
0,392.613593,298.598705,-138.432253
0,389.205456,306.036798,-139.966748
0,383.191842,304.789595,-139.986077
0,381.327229,290.916246,-137.157423
0,391.124929,303.074889,-139.363918
0,385.256521,305.271441,-140.008411
0,387.803014,290.345022,-136.243859
0,389.126670,296.484704,-138.270709
0,384.234579,293.231163,-137.692983
0,394.205583,299.890770,-138.678020
0,388.451235,305.540757,-139.865370
0,384.873578,295.044082,-138.465651
0,377.142838,295.591690,-139.061688
0,380.189871,298.509264,-139.244386
0,378.627171,292.596801,-138.112328
0,391.824888,302.341814,-139.250097
0,379.446580,304.299638,-140.197295
0,388.175323,292.481682,-137.139248
0,390.381443,302.860717,-139.314007
0,382.481210,295.825022,-138.766673
0,380.988103,304.973433,-140.091153
0,391.837877,294.037082,-137.417050
0,378.668684,300.919888,-139.575136
0,391.188108,299.202167,-138.624792
0,377.178637,300.278323,-139.792638
0,394.635231,296.233282,-137.845170
0,380.573774,290.513098,-137.096965
0,383.225111,295.577681,-138.718523
0,389.359172,300.666716,-139.090578
0,388.307830,295.652781,-138.156371
0,377.730041,299.640355,-139.548033
0,380.425962,302.543269,-139.717170
0,393.796409,294.287343,-137.370758
0,382.115340,304.948851,-139.999046
0,384.381323,300.713546,-139.951839
0,388.990439,299.447665,-138.949768
0,382.433964,292.583642,-137.612457
0,377.981798,298.589383,-139.357517
0,384.294910,295.967547,-138.899077
0,382.996393,300.143016,-139.890398
0,391.677932,298.352961,-138.427466
0,381.444838,292.205568,-137.615148
0,385.277643,292.450480,-137.304775
0,390.138819,289.964794,-135.681642
0,381.960691,290.089936,-136.684174
0,385.919060,294.661470,-138.172153
0,384.589689,294.328962,-138.150164
0,381.933177,303.383613,-139.892440
0,391.108183,290.587401,-135.882321
0,378.680397,297.205567,-139.100708
0,381.116289,299.371570,-139.471832
0,391.637240,291.519895,-136.363718
0,385.480016,299.819511,-139.637815
0,391.094088,292.086852,-136.752641
0,385.721159,301.035517,-139.734011
0,392.772029,296.030511,-137.887664
0,389.572699,289.413842,-135.437763
0,388.076642,298.498362,-138.929819
0,379.248834,293.069640,-138.174305
0,387.547612,295.086841,-138.092477
0,379.147722,298.014433,-139.176744
0,388.562366,293.176056,-137.347731
0,383.790624,298.137760,-139.490004
0,384.527758,297.801635,-139.372167
0,385.904755,290.116032,-136.246817
0,383.735563,299.037160,-139.745736
0,386.592895,289.539328,-135.871363
0,384.398524,290.464297,-136.533425
0,386.873285,290.275181,-136.271682
0,382.589650,306.066067,-140.106404
0,379.057305,293.902420,-138.391534
0,378.429212,302.177785,-139.880917
0,393.103738,297.658900,-138.232064
0,387.102484,292.306419,-137.142797
0,381.363410,293.990863,-138.185190
0,391.109542,296.539542,-138.109198
0,391.083428,294.918912,-137.702971
0,383.524156,293.615212,-137.903263
0,380.907173,294.607369,-138.393344
0,383.470339,294.383688,-138.222356
0,392.603944,295.134361,-137.679234
0,394.520600,299.115018,-138.508420
0,390.708720,297.273299,-138.285943
0,387.709487,305.785268,-139.948611
0,390.258673,299.269864,-138.734496
0,386.373222,292.046607,-137.083519
0,379.265714,300.206794,-139.429478
0,390.863256,301.579222,-139.129731
0,382.554364,290.909770,-136.960018
0,381.331242,297.806506,-139.214921
0,384.620007,291.553078,-136.990834
0,390.170516,305.302473,-139.810467
0,384.339376,288.788048,-135.647198
0,383.355587,306.476433,-140.115420
0,392.556734,303.446162,-139.500761
0,393.532594,293.047372,-136.866799
0,386.640837,305.637955,-139.984577
0,390.198662,301.014866,-139.074151
0,378.252444,295.071884,-138.775098
0,382.814810,290.025187,-136.520984
0,389.102071,292.453625,-137.066880
0,388.910350,302.001671,-139.252236
0,393.419454,300.499485,-138.813792
0,389.111986,304.502452,-139.608651
0,387.469843,296.774351,-138.637288
0,392.582409,291.663556,-136.259839
0,379.011168,295.410393,-138.737076
0,385.887663,302.292299,-139.805058
0,378.131025,293.203037,-138.322398
0,385.856935,291.462276,-136.873601
0,384.421666,298.726107,-139.595682
0,388.518907,303.551512,-139.466773
0,391.789419,303.976542,-139.574222
0,386.689691,293.303725,-137.540076
1,394.672974,319.370728,-158.610321
1,394.862793,319.391510,-158.734451
1,395.212952,319.429321,-158.932449
1,395.534790,319.463257,-159.066544
1,395.949005,319.505280,-159.140549
1,396.413635,319.553131,-159.267563
1,397.022980,319.613342,-159.285873
1,397.427979,319.653107,-159.280884
1,397.996460,319.706543,-159.137131
1,398.251709,319.730347,-159.062927
1,398.679413,319.768768,-158.850327
1,398.794373,319.779144,-158.795441
1,398.970032,319.794098,-158.659378
1,399.206482,319.814392,-158.486481
1,399.574280,319.842957,-158.043808
1,399.606323,319.845459,-158.006134
1,399.644867,319.847961,-157.929565
1,399.909149,319.865601,-157.441589
1,400.000641,319.869568,-157.148956
1,400.128021,319.876160,-156.801819
1,400.263641,319.877533,-156.101898
1,400.291595,319.878265,-155.984375
1,400.393951,319.877258,-155.337967
1,400.416931,319.877167,-155.200012
1,400.420349,319.877106,-155.177246
1,400.543762,319.875885,-154.395966
1,400.566528,319.875946,-154.269714
1,400.609100,319.875244,-153.983215
1,400.653076,319.875092,-153.721146
1,400.696869,319.875885,-153.517258
1,400.752045,319.877563,-153.297638
1,400.800323,319.879089,-153.108490
1,400.883545,319.881958,-152.798492
1,401.010956,319.883606,-152.162659
1,401.013336,319.883545,-152.144897
1,401.024261,319.882965,-152.048737
1,401.108612,319.880035,-151.392502
1,401.119720,319.879150,-151.276413
1,401.134521,319.868317,-150.559464
1,401.132751,319.864990,-150.375275
1,401.078094,319.847900,-149.689774
1,401.054901,319.842133,-149.486801
