0,379.651501,284.987622,-194.237988
0,373.778718,277.886116,-192.518520
0,382.631528,271.788925,-189.531992
0,385.310509,286.027068,-194.322198
0,392.653653,277.460690,-191.423693
0,375.677608,277.467886,-192.267124
0,374.155290,276.590313,-192.008994
0,375.834074,282.423004,-193.844664
0,381.223583,273.988396,-190.397009
0,389.651748,277.334345,-191.445253
0,392.672765,280.269212,-192.596265
0,389.480007,271.453025,-189.277569
0,377.250895,282.449717,-193.769379
0,384.376796,273.411972,-190.061070
0,390.152868,278.059696,-191.710064
0,384.963386,282.320089,-193.622201
0,380.770772,275.903636,-191.308127
0,380.215636,279.685313,-193.254545
0,385.989169,275.362385,-190.781303
0,378.093065,274.321570,-190.666608
0,393.304331,279.634535,-192.349752
0,382.945979,276.524669,-191.493355
0,375.973375,273.793356,-190.619583
0,374.728862,278.493470,-192.689478
0,390.354918,276.450954,-191.015733
0,381.369107,278.030853,-192.466279
0,385.033355,284.514581,-194.035264
0,383.613390,270.894068,-189.241951
0,377.392669,285.397800,-194.335526
0,380.583964,272.105767,-189.732419
0,385.158459,277.661862,-191.894405
0,386.922420,281.180871,-193.122922
0,375.427828,275.836929,-191.597734
0,375.833321,278.568906,-192.688028
0,389.010238,272.259488,-189.633547
0,386.817976,270.652489,-189.116530
0,388.539819,280.053272,-192.503102
0,381.400169,270.636573,-189.182680
0,381.472884,283.787315,-194.011906
0,376.061080,283.522611,-194.094992
0,382.448366,281.383476,-193.601884
0,377.854515,272.835594,-190.139524
0,389.983136,272.170542,-189.525622
0,385.098272,281.463622,-193.451495
0,378.722943,273.099790,-190.190776
0,388.662427,276.177612,-191.033080
0,379.359290,275.976889,-191.361717
0,390.945790,282.933338,-193.507868
0,385.795381,285.126768,-194.115679
0,384.067265,276.189277,-191.212862
0,384.252752,280.094395,-193.156968
0,379.721559,274.726239,-190.782858
0,381.061182,271.380827,-189.453600
0,387.635457,280.225094,-192.679868
0,378.443641,283.971984,-194.071878
0,388.078255,283.902786,-193.731322
